Vehicle_ID,Timestamp,Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,Energy_per_km
0.10210210210210202,2024-01-01 00:00:00,0.9296384110394491,0.03765885961031029,0.12997947958264416,0.7809820473357831,0.4376791192282148,0.5,0.0,0.0,0.7919259592546067,1.0,0.1275090231311077,0.31653592667881736,0.5219776663153258,0.44456215583466285,0.47900335490590673,0.4139412200367211,12.054316837893046,0.5807207969698375
0.4354354354354353,2024-01-01 00:01:00,0.4052750268750592,0.3672562171886332,0.9673836593821457,0.9272720901847284,0.23546043415458306,0.0,0.5,0.0,0.1323509546676265,1.0,0.033333188748634,0.5287360062600471,0.2997169493574274,0.5006440279239754,0.686054094116973,0.010731885496804167,4.48870104769729,6.981766933465652
0.8608608608608608,2024-01-01 00:02:00,0.906510861216596,0.5424530756422143,0.8114208921361383,0.9900325077683343,0.9846550579132682,0.0,0.0,1.0,0.334946744331232,0.0,0.3165703905818474,0.7004081049453241,0.34298104969963344,0.8342160283245139,0.47417882119385113,0.816563706622287,11.70137693672586,0.28649774685792967
0.2702702702702702,2024-01-01 00:03:00,0.3216300645117296,0.14810419525976154,0.10950722435193921,0.5813201475156897,0.5424575638976205,0.0,0.5,0.5,0.8848245326075029,0.6666666666666666,0.1747746463934818,0.9521089666127445,0.3012311568515751,0.7510248695006325,0.06325723943982398,0.1041907769724113,7.389265564508191,1.3928269509799154
0.10610610610610594,2024-01-01 00:04:00,0.47664171427909935,0.746544390079955,0.1215393628138352,0.10884950900304657,0.6626446886993838,0.5,0.0,0.0,0.5182244672850151,0.3333333333333333,0.48330545676175585,0.10237113245284418,0.28423815323110174,0.7972893973061277,0.7388200078990281,0.11462846711266546,6.761205202007953,1.1605374973659965
0.07107107107107091,2024-01-01 00:05:00,0.22612000605527643,0.008305030009371106,0.5944161475920047,0.4591493462772158,0.27885263505508884,0.0,1.0,0.0,0.4009690892153279,1.0,0.1472475720311056,0.15692498943845806,0.6934609061409319,0.8681345579117554,0.057075033338309766,0.04816052444600778,4.31906050402437,1.720678811820575
0.7007007007007007,2024-01-01 00:06:00,0.6407552664228553,0.16861022960208744,0.3447496692091286,0.7876689255962082,0.32185141630506187,1.0,0.5,0.5,0.9055393490514273,1.0,0.13784339295168746,0.5087613231277197,0.6502999662294724,0.47607703944379587,0.48589854118183085,0.2003257516828018,9.28572513709307,0.9192841105073711
0.020020020020020013,2024-01-01 00:07:00,0.9794140673209688,0.580964549665472,0.034664761717222436,0.02768127408079346,0.33552341986818857,0.0,1.0,1.0,0.09281512623476429,0.3333333333333333,0.8770038562640542,0.418315995762344,0.20426984313758192,0.7804350746874791,0.8619340067705743,0.1767138803938956,10.154375379907354,1.1379832628616084
0.6146146146146145,2024-01-01 00:08:00,0.6037555249420576,0.7146060150482585,0.5415664855014544,0.056847679420787944,0.6989832476454525,0.0,1.0,0.0,0.4728610104676143,0.0,0.9213261223863977,0.41063299951588683,0.6915578229217584,0.06780231400041181,0.11677175673596962,0.3478106732398047,8.734982030592302,0.5003281735814086
0.12112112112112094,2024-01-01 00:09:00,0.35796494092252695,0.9169383654537264,0.38771967288343395,0.06711953491900102,0.4738385099401179,0.0,1.0,0.5,0.6522386420870249,0.6666666666666666,0.9642539725137541,0.29673614127350645,0.2910801714647047,0.4445342391503768,0.7066805552095199,0.6593012311916375,9.139607590819022,0.2769780111342008
